"","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.response_0","Answer.responseValue_0","Answer.responseSide_0","Answer.langCondition_0","Answer.objCondition_0","Answer.word_0","Answer.criticalSimple_0","Answer.criticalComplicated_0","Answer.response_1","Answer.responseValue_1","Answer.responseSide_1","Answer.langCondition_1","Answer.objCondition_1","Answer.word_1","Answer.criticalSimple_1","Answer.criticalComplicated_1","Answer.response_2","Answer.responseValue_2","Answer.responseSide_2","Answer.langCondition_2","Answer.objCondition_2","Answer.word_2","Answer.criticalSimple_2","Answer.criticalComplicated_2","Answer.response_3","Answer.responseValue_3","Answer.responseSide_3","Answer.langCondition_3","Answer.objCondition_3","Answer.word_3","Answer.criticalSimple_3","Answer.criticalComplicated_3","Answer.response_4","Answer.responseValue_4","Answer.responseSide_4","Answer.langCondition_4","Answer.objCondition_4","Answer.word_4","Answer.criticalSimple_4","Answer.criticalComplicated_4","Answer.response_5","Answer.responseValue_5","Answer.responseSide_5","Answer.langCondition_5","Answer.objCondition_5","Answer.word_5","Answer.criticalSimple_5","Answer.criticalComplicated_5","Answer.about","Answer.comment","workerids"
"155","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3OVR4I9USPJLT1XNT0OTR0PJORN4QZ","Submitted","Fri Sep 26 18:45:12 PDT 2014","Thu Sep 11 18:44:29 PDT 2014","Thu Sep 11 18:45:12 PDT 2014",NA,NA,NA,NA,NA,"""5-6""","""complex""","""right""","""one""","""1-5""","""nur""","""1-3""","""5-6""","""5-1""","""complex""","""left""","""five""","""1-5""","""gogikimunid""","""1-2""","""5-1""","""1-4""","""simple""","""right""","""three""","""1-5""","""nadomog""","""1-4""","""5-2""","""5-7""","""complex""","""right""","""three""","""1-5""","""bipugup""","""1-1""","""5-7""","""1-7""","""simple""","""right""","""one""","""1-5""","""tud""","""1-7""","""5-5""","""5-3""","""complex""","""left""","""five""","""1-5""","""migapanotib""","""1-8""","""5-3""","""No idea...""","""""","155"
"156","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3V0Z7YWSIY03VVEHBLZF48RTL56V2O","Submitted","Fri Sep 26 18:45:25 PDT 2014","Thu Sep 11 18:44:03 PDT 2014","Thu Sep 11 18:45:25 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""right""","""one""","""1-5""","""dop""","""1-8""","""5-7""","""5-2""","""complex""","""right""","""three""","""1-5""","""gipipum""","""1-5""","""5-2""","""5-1""","""complex""","""right""","""five""","""1-5""","""gukudagabax""","""1-3""","""5-1""","""1-6""","""simple""","""left""","""one""","""1-5""","""nop""","""1-6""","""5-3""","""5-6""","""complex""","""left""","""three""","""1-5""","""gobitob""","""1-7""","""5-6""","""5-4""","""complex""","""right""","""five""","""1-5""","""mukidutubup""","""1-2""","""5-4""","""Judging the look and sound of a word""","""""","156"
"157","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3TK8OJTYM1LZN2FNDJAR0LZMWFXVPA","Submitted","Fri Sep 26 18:45:28 PDT 2014","Thu Sep 11 18:39:32 PDT 2014","Thu Sep 11 18:45:28 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""right""","""three""","""1-5""","""gipitud""","""1-2""","""5-7""","""5-4""","""complex""","""right""","""five""","""1-5""","""gogutogadax""","""1-7""","""5-4""","""5-2""","""complex""","""right""","""one""","""1-5""","""mog""","""1-4""","""5-2""","""5-1""","""complex""","""left""","""five""","""1-5""","""pubimunumig""","""1-3""","""5-1""","""5-3""","""complex""","""right""","""three""","""1-5""","""nodobax""","""1-8""","""5-3""","""1-6""","""simple""","""right""","""one""","""1-5""","""dut""","""1-6""","""5-8""","""To see the relation between a given, unknown, shape name, and what the survey taker expects that shape to look like.""","""""","157"
"158","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","33LK57MYLT5D9E0P6X3OGWHT7ABZSV","Submitted","Fri Sep 26 18:45:33 PDT 2014","Thu Sep 11 18:44:11 PDT 2014","Thu Sep 11 18:45:33 PDT 2014",NA,NA,NA,NA,NA,"""1-2""","""simple""","""right""","""one""","""1-5""","""bax""","""1-2""","""5-5""","""5-3""","""complex""","""left""","""five""","""1-5""","""minodunugan""","""1-6""","""5-3""","""1-5""","""simple""","""left""","""one""","""1-5""","""kig""","""1-5""","""5-7""","""5-4""","""complex""","""right""","""five""","""1-5""","""napibudapag""","""1-8""","""5-4""","""1-7""","""simple""","""left""","""three""","""1-5""","""kuputud""","""1-7""","""5-8""","""5-6""","""complex""","""left""","""three""","""1-5""","""tomunid""","""1-3""","""5-6""","""Pairing fake words with shapes""","""No""","158"
"159","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","339ANSOTR52TQ5Y71K60PFNTU3WKI2","Submitted","Fri Sep 26 18:45:42 PDT 2014","Thu Sep 11 18:44:36 PDT 2014","Thu Sep 11 18:45:42 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""left""","""one""","""1-5""","""gog""","""1-2""","""5-1""","""5-8""","""complex""","""left""","""one""","""1-5""","""bup""","""1-6""","""5-8""","""5-7""","""complex""","""left""","""three""","""1-5""","""datimig""","""1-4""","""5-7""","""1-7""","""simple""","""right""","""five""","""1-5""","""punonipagan""","""1-7""","""5-6""","""5-3""","""complex""","""right""","""three""","""1-5""","""mukidut""","""1-8""","""5-3""","""5-5""","""complex""","""left""","""five""","""1-5""","""naginubabip""","""1-3""","""5-5""","""associating words with objects""","""""","159"
"160","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3PMBY0YE273IW6TG5DJPO3BI6409CV","Submitted","Fri Sep 26 18:45:47 PDT 2014","Thu Sep 11 18:42:16 PDT 2014","Thu Sep 11 18:45:47 PDT 2014",NA,NA,NA,NA,NA,"""5-4""","""complex""","""right""","""three""","""1-5""","""kumunid""","""1-7""","""5-4""","""1-8""","""simple""","""left""","""one""","""1-5""","""pag""","""1-8""","""5-3""","""5-2""","""complex""","""right""","""five""","""1-5""","""tidatonopum""","""1-6""","""5-2""","""5-6""","""complex""","""right""","""five""","""1-5""","""napigimogog""","""1-1""","""5-6""","""1-4""","""simple""","""right""","""one""","""1-5""","""bax""","""1-4""","""5-7""","""5-1""","""complex""","""right""","""three""","""1-5""","""gagukig""","""1-2""","""5-1""","""Judgements of words, though very strange words and how they may relate in peoples' minds to certain objects.""","""Very interesting. Thank you.""","160"
"161","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","35GCEFQ6I5O9PXFAGI2N8O9HFUBZ32","Submitted","Fri Sep 26 18:45:47 PDT 2014","Thu Sep 11 18:44:24 PDT 2014","Thu Sep 11 18:45:47 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""left""","""three""","""1-5""","""tugadut""","""1-4""","""5-3""","""1-8""","""simple""","""right""","""one""","""1-5""","""nid""","""1-8""","""5-5""","""5-7""","""complex""","""left""","""one""","""1-5""","""bip""","""1-2""","""5-7""","""5-8""","""complex""","""right""","""five""","""1-5""","""bunupagigog""","""1-7""","""5-8""","""5-2""","""complex""","""left""","""three""","""1-5""","""nomipim""","""1-1""","""5-2""","""5-6""","""complex""","""left""","""five""","""1-5""","""danabagutob""","""1-5""","""5-6""","""How words are perceived visually""","""Thank you!""","161"
"162","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","39ASUFLU6X7NU0VS4KVYUUX3YJ4XEV","Submitted","Fri Sep 26 18:46:01 PDT 2014","Thu Sep 11 18:44:35 PDT 2014","Thu Sep 11 18:46:01 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""left""","""five""","""1-5""","""tinimipigup""","""1-2""","""5-1""","""5-6""","""complex""","""left""","""three""","""1-5""","""nubigan""","""1-3""","""5-6""","""5-3""","""complex""","""right""","""three""","""1-5""","""bamugog""","""1-6""","""5-3""","""1-7""","""simple""","""left""","""one""","""1-5""","""gir""","""1-7""","""5-2""","""5-4""","""complex""","""left""","""five""","""1-5""","""dutudopamog""","""1-5""","""5-4""","""5-8""","""complex""","""left""","""one""","""1-5""","""bup""","""1-4""","""5-8""","""language perception ?""","""This was interesting""","162"
"163","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3RU7GD8VPOTJVAYJJO5MPYFFXB4PS0","Submitted","Fri Sep 26 18:46:21 PDT 2014","Thu Sep 11 18:43:41 PDT 2014","Thu Sep 11 18:46:21 PDT 2014",NA,NA,NA,NA,NA,"""5-4""","""complex""","""left""","""one""","""1-5""","""tud""","""1-1""","""5-4""","""5-8""","""complex""","""right""","""one""","""1-5""","""bax""","""1-4""","""5-8""","""5-3""","""complex""","""left""","""five""","""1-5""","""dadopinugog""","""1-8""","""5-3""","""5-2""","""complex""","""right""","""five""","""1-5""","""kigamigudut""","""1-5""","""5-2""","""5-5""","""complex""","""left""","""three""","""1-5""","""pumugir""","""1-2""","""5-5""","""5-6""","""complex""","""right""","""three""","""1-5""","""kupamog""","""1-7""","""5-6""","""My perception of the fit of a given word and how it fits with a shape.""","""Thanks, and have a great day!""","163"
"164","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3W8CV64QJ2Z9DE4WR5XQZU8YJW59H4","Submitted","Fri Sep 26 18:46:37 PDT 2014","Thu Sep 11 18:44:55 PDT 2014","Thu Sep 11 18:46:37 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""left""","""three""","""1-5""","""gatidax""","""1-2""","""5-3""","""1-6""","""simple""","""right""","""one""","""1-5""","""mig""","""1-6""","""5-7""","""5-4""","""complex""","""left""","""one""","""1-5""","""nur""","""1-1""","""5-4""","""5-6""","""complex""","""left""","""five""","""1-5""","""nanokipukug""","""1-3""","""5-6""","""5-8""","""complex""","""right""","""three""","""1-5""","""gidutud""","""1-4""","""5-8""","""5-5""","""complex""","""left""","""five""","""1-5""","""pabimobudop""","""1-7""","""5-5""","""How we perceive names of complex shapes?""","""""","164"
"165","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","354P56DE9K3UP4UJN2B5PCOUXHYS7W","Submitted","Fri Sep 26 18:46:43 PDT 2014","Thu Sep 11 18:46:05 PDT 2014","Thu Sep 11 18:46:43 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""right""","""three""","""1-5""","""tomumog""","""1-1""","""5-3""","""5-5""","""complex""","""right""","""one""","""1-5""","""gir""","""1-3""","""5-5""","""1-7""","""simple""","""left""","""five""","""1-5""","""nokudopanur""","""1-7""","""5-1""","""1-6""","""simple""","""left""","""five""","""1-5""","""bitunagakig""","""1-6""","""5-2""","""5-8""","""complex""","""left""","""three""","""1-5""","""bugupum""","""1-4""","""5-8""","""1-8""","""simple""","""right""","""one""","""1-5""","""tib""","""1-8""","""5-6""","""naming objects""","""no""","165"
"166","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","30ZX6P7VF8VU40ENUWLW1KGZQI02JB","Submitted","Fri Sep 26 18:46:44 PDT 2014","Thu Sep 11 18:44:47 PDT 2014","Thu Sep 11 18:46:44 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""right""","""five""","""1-5""","""gimobitimup""","""1-6""","""5-2""","""5-1""","""complex""","""left""","""three""","""1-5""","""pagutob""","""1-4""","""5-1""","""5-7""","""complex""","""right""","""one""","""1-5""","""gan""","""1-8""","""5-7""","""5-6""","""complex""","""left""","""three""","""1-5""","""nitugog""","""1-2""","""5-6""","""5-4""","""complex""","""right""","""one""","""1-5""","""nad""","""1-1""","""5-4""","""5-5""","""complex""","""left""","""five""","""1-5""","""budunumipim""","""1-3""","""5-5""","""Seeing if unknown words are likely to be assigned to unknown objects""","""""","166"
"167","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3JBT3HLQF82GWMKXEGZULRCIKQ4PZ5","Submitted","Fri Sep 26 18:47:03 PDT 2014","Thu Sep 11 18:46:11 PDT 2014","Thu Sep 11 18:47:03 PDT 2014",NA,NA,NA,NA,NA,"""5-8""","""complex""","""right""","""one""","""1-5""","""nur""","""1-4""","""5-8""","""5-7""","""complex""","""right""","""five""","""1-5""","""gumodobubip""","""1-5""","""5-7""","""5-3""","""complex""","""left""","""three""","""1-5""","""notomig""","""1-8""","""5-3""","""5-2""","""complex""","""right""","""five""","""1-5""","""napudagipag""","""1-1""","""5-2""","""1-7""","""simple""","""left""","""one""","""1-5""","""gog""","""1-7""","""5-5""","""1-6""","""simple""","""left""","""three""","""1-5""","""batipim""","""1-6""","""5-1""","""What object do you think this word refers to""","""""","167"
"168","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3NPFYT4IZC4LEERJAFLMUXIFBZJXGC","Submitted","Fri Sep 26 18:47:06 PDT 2014","Thu Sep 11 18:44:51 PDT 2014","Thu Sep 11 18:47:06 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""right""","""three""","""1-5""","""todanad""","""1-1""","""5-7""","""1-3""","""simple""","""left""","""one""","""1-5""","""gir""","""1-3""","""5-8""","""5-2""","""complex""","""right""","""three""","""1-5""","""nonudut""","""1-6""","""5-2""","""5-6""","""complex""","""right""","""five""","""1-5""","""gumigamubax""","""1-8""","""5-6""","""5-5""","""complex""","""left""","""five""","""1-5""","""titubipikug""","""1-4""","""5-5""","""1-7""","""simple""","""right""","""one""","""1-5""","""kig""","""1-7""","""5-1""","""Associating unknown words with objects""","""No""","168"
"169","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","30X31N5D63QC86SHU5NPZ3QKYP4SAN","Submitted","Fri Sep 26 18:47:11 PDT 2014","Thu Sep 11 18:46:47 PDT 2014","Thu Sep 11 18:47:11 PDT 2014",NA,NA,NA,NA,NA,"""1-1""","""simple""","""left""","""five""","""1-5""","""mobadunonad""","""1-1""","""5-8""","""5-7""","""complex""","""right""","""three""","""1-5""","""pugitud""","""1-8""","""5-7""","""1-4""","""simple""","""left""","""one""","""1-5""","""dop""","""1-4""","""5-3""","""5-4""","""complex""","""right""","""three""","""1-5""","""tigugan""","""1-5""","""5-4""","""5-6""","""complex""","""right""","""five""","""1-5""","""nubikidamig""","""1-2""","""5-6""","""1-3""","""simple""","""right""","""one""","""1-5""","""nid""","""1-3""","""5-5""","""no idea""","""no""","169"
"170","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3TUI152ZZBN412046I5RT2IGC7DQ18","Submitted","Fri Sep 26 18:47:18 PDT 2014","Thu Sep 11 18:46:28 PDT 2014","Thu Sep 11 18:47:18 PDT 2014",NA,NA,NA,NA,NA,"""1-5""","""simple""","""right""","""one""","""1-5""","""nur""","""1-5""","""5-8""","""5-1""","""complex""","""left""","""five""","""1-5""","""badupugutib""","""1-7""","""5-1""","""1-1""","""simple""","""right""","""three""","""1-5""","""bigidax""","""1-1""","""5-4""","""1-4""","""simple""","""left""","""three""","""1-5""","""ninomup""","""1-4""","""5-7""","""5-5""","""complex""","""right""","""five""","""1-5""","""nagakubugog""","""1-2""","""5-5""","""1-3""","""simple""","""right""","""one""","""1-5""","""dop""","""1-3""","""5-2""","""words in a non-existent language""","""nope""","170"
"171","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","35BLDD71I6XT16HT0S8TRJ106E4VZV","Submitted","Fri Sep 26 18:47:20 PDT 2014","Thu Sep 11 18:46:18 PDT 2014","Thu Sep 11 18:47:20 PDT 2014",NA,NA,NA,NA,NA,"""5-4""","""complex""","""right""","""one""","""1-5""","""gir""","""1-2""","""5-4""","""5-3""","""complex""","""left""","""three""","""1-5""","""pugubip""","""1-7""","""5-3""","""5-2""","""complex""","""right""","""one""","""1-5""","""kig""","""1-6""","""5-2""","""5-5""","""complex""","""left""","""three""","""1-5""","""kudabup""","""1-8""","""5-5""","""5-8""","""complex""","""left""","""five""","""1-5""","""bapitopagog""","""1-4""","""5-8""","""5-7""","""complex""","""right""","""five""","""1-5""","""tunanimugan""","""1-1""","""5-7""","""What does a word mean.""","""Nope""","171"
"172","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3URFVVM165ITORSTV2YOVXZHS7WZUB","Submitted","Fri Sep 26 18:47:27 PDT 2014","Thu Sep 11 18:45:41 PDT 2014","Thu Sep 11 18:47:27 PDT 2014",NA,NA,NA,NA,NA,"""5-4""","""complex""","""right""","""three""","""1-5""","""mogidax""","""1-6""","""5-4""","""1-2""","""simple""","""right""","""five""","""1-5""","""mumipunubup""","""1-2""","""5-8""","""5-5""","""complex""","""left""","""three""","""1-5""","""nitibax""","""1-1""","""5-5""","""1-3""","""simple""","""left""","""one""","""1-5""","""gan""","""1-3""","""5-6""","""1-5""","""simple""","""right""","""one""","""1-5""","""tud""","""1-5""","""5-7""","""1-7""","""simple""","""right""","""five""","""1-5""","""godokinogup""","""1-7""","""5-2""","""Guessing what certain words meant by choosing certain images.""","""No""","172"
"173","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3CFJTT4SXTQ5VQRNIQHRLAI7OJW7IJ","Submitted","Fri Sep 26 18:47:39 PDT 2014","Thu Sep 11 18:46:31 PDT 2014","Thu Sep 11 18:47:39 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""left""","""one""","""1-5""","""tob""","""1-8""","""5-2""","""5-3""","""complex""","""right""","""three""","""1-5""","""gobatib""","""1-4""","""5-3""","""1-3""","""simple""","""right""","""three""","""1-5""","""kidakug""","""1-3""","""5-7""","""5-4""","""complex""","""right""","""five""","""1-5""","""tupunapibip""","""1-2""","""5-4""","""5-8""","""complex""","""left""","""five""","""1-5""","""nupadubunid""","""1-1""","""5-8""","""1-5""","""simple""","""right""","""one""","""1-5""","""gup""","""1-5""","""5-1""","""Trying to match made-up words with bizarre shapes?""","""""","173"
"174","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3EJPLAJKEMG8MG2SZK0LFRL1PLDZ68","Submitted","Fri Sep 26 18:47:41 PDT 2014","Thu Sep 11 18:45:44 PDT 2014","Thu Sep 11 18:47:41 PDT 2014",NA,NA,NA,NA,NA,"""5-6""","""complex""","""right""","""three""","""1-5""","""mogokug""","""1-5""","""5-6""","""5-3""","""complex""","""left""","""one""","""1-5""","""pim""","""1-8""","""5-3""","""5-7""","""complex""","""left""","""three""","""1-5""","""bunotud""","""1-1""","""5-7""","""5-1""","""complex""","""right""","""five""","""1-5""","""danagupagir""","""1-4""","""5-1""","""5-4""","""complex""","""right""","""five""","""1-5""","""dubadokigan""","""1-2""","""5-4""","""5-5""","""complex""","""right""","""one""","""1-5""","""mig""","""1-6""","""5-5""","""how people perceive words they don't understand ""","""""","174"
